id;Image;Nom;Référence;Catégorie;Prix de base;Prix final;Quantité;État
17720;http://www.convertiblecenter.fr/img/p/3/6/6/8/8/36688.jpg;Matelas Equilibre 160 x 190 - Épaisseur 18cm - pour convertible d'une densité de 40KG/M3 - Garanti 5 ans;;Matelas quotidien 40KG/M3;435.833333;529;0;1
12661;http://www.convertiblecenter.fr/img/p/3/2/1/0/7/32107.jpg;Canapé convertible 4 places MIAMI - Largeur 216 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2491.528000;1799;-10;1
17728;http://www.convertiblecenter.fr/img/p/3/6/3/9/0/36390.jpg;Canapé convertible 3 places PIAZZA - Largeur 180 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2223.750000;1499;1;1
4407;http://www.convertiblecenter.fr/img/p/3/4/6/7/5/34675.jpg;Matelas Plénitude 160 x 190 pour convertible d'une densité de 35KG/M3 - Garanti 5 ans;;Matelas quotidien 35KG/M3;369.166667;449;49;1
17629;http://www.convertiblecenter.fr/img/p/3/4/2/6/2/34262.jpg;Fauteuil 1 place fixe ANGEL - Largeur 93cm;;Fauteuils de relaxation ;1498.333333;899;2;1
13051;http://www.convertiblecenter.fr/img/p/3/3/5/1/8/33518.jpg;Canapé convertible 2 places NAPOLI - Largeur 168 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;1991.250000;1299;0;1
17738;http://www.convertiblecenter.fr/img/p/3/6/6/8/9/36689.jpg;Matelas 120 x 190 pour convertible d'une densité de 40KG/M3 - 18 cm d'épaisseur;;Matelas options;207.500000;249;0;1
4510;http://www.convertiblecenter.fr/img/p/3/6/1/5/6/36156.jpg;Matelas 120 x 190 d'une densité de 35KG/M3 - pour achat canapé convertible;;Matelas options;138.333333;169;77;1
17650;http://www.convertiblecenter.fr/img/p/3/4/4/6/4/34464.jpg;Banquette BZ une place ARCACHON - Largeur 93cm - Couchage 90cm;;Clic-Clac & BZ;1165.000000;699;0;1
13861;http://www.convertiblecenter.fr/img/p/2/8/3/6/1/28361.jpg;Canapé convertible 4 places VENISE - Largeur 220 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3533.558200;1699;-1;1
17746;http://www.convertiblecenter.fr/img/p/3/6/6/5/5/36655.jpg;FOCUS - Largeur 270 cm - Canapé d'angle convertible - Méridienne réversible - Couchage 140 cm - Matelas 18 cm;;Angles convertibles 5 places  - 140 cm;3907.083333;2299;-3;1
4520;http://www.convertiblecenter.fr/img/p/3/6/1/5/2/36152.jpg;Matelas 160 x 190 d'une densité de 55KG/M3 - pour achat canapé convertible;;Matelas options;327.500000;399;69;1
17670;http://www.convertiblecenter.fr/img/p/3/4/6/6/1/34661.jpg;Lampe d'ambiance avec variateurs de couleurs;;Accueil;124.166667;149;5;1
17759;http://www.convertiblecenter.fr/img/p/3/6/9/4/6/36946.jpg;Canapé convertible 3 places PALERME - Largeur 175 cm - Matelas 18cm - Couchage 140cm - Sommier doubles lattes larges;;Convertibles 3 places - 140 cm;1991.666667;1099;0;1
10261;http://www.convertiblecenter.fr/img/p/3/0/9/8/9/30989.jpg;Canapé convertible 4 places MONTPELLIER - Largeur 194 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2005.653430;1079;-2;1
17679;http://www.convertiblecenter.fr/img/p/3/4/9/0/6/34906.jpg;Fauteuil relaxation en imitation cuir SEVILLE - Largeur 85,5 cm;;Fauteuils relax manuels ;1495.558333;899;0;1
10761;http://www.convertiblecenter.fr/img/p/3/1/1/1/2/31112.jpg;Canapé convertible 4 places BLOIS - Largeur 210 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3591.250000;1289;-4;1
17702;http://www.convertiblecenter.fr/img/p/3/5/5/1/4/35514.jpg;RENNES - Largeur 288 cm - Canapé d'angle convertible - Méridienne à gauche - Couchage 160 cm;;Angles convertibles 6 places  - 160 cm;3447.712390;1978;0;1
16731;http://www.convertiblecenter.fr/img/p/3/6/8/8/2/36882.jpg;Fauteuil convertible DELHI - Largeur 135 cm - Couchage 100 cm;;Fauteuils convertibles - 100 cm;1854.325260;979;0;1
17061;http://www.convertiblecenter.fr/img/p/3/1/4/4/6/31446.jpg;Canapé convertible 4 places CALIMA - Largeur 214 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3470.934580;1899;-6;1
11541;http://www.convertiblecenter.fr/img/p/3/1/3/2/8/31328.jpg;Canapé convertible 3 places CLUB - Largeur 192 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;3271.386450;1599;-1;1
17714;http://www.convertiblecenter.fr/img/p/3/6/0/3/3/36033.jpg;Matelas 140 x 190 pour convertible d'une densité de 40KG/M3 - 17 cm d'épaisseur;;Matelas options;249.166667;299;100;1
17590;http://www.convertiblecenter.fr/img/p/3/2/9/0/9/32909.jpg;Canapé convertible 3 places CHIC - Largeur 196 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;3280.133333;1599;0;1
11961;http://www.convertiblecenter.fr/img/p/3/0/5/6/0/30560.jpg;Canapé convertible 4 places DIJON - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2084.957570;1099;-4;1
17723;http://www.convertiblecenter.fr/img/p/3/6/2/9/1/36291.jpg;Canapé convertible 3 places BOSCO - Largeur 183 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1907.083333;1099;2;1
65;http://www.convertiblecenter.fr/img/p/1/1/2/1/2/11212.jpg;Pouf rectangle;;Pouf rectangle;596.916667;359;-4;1
12761;http://www.convertiblecenter.fr/img/p/3/1/8/5/2/31852.jpg;Canapé convertible 4 places MONICA - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3725.649440;1699;0;1
17731;http://www.convertiblecenter.fr/img/p/3/6/4/4/3/36443.jpg;Canapé convertible 3 places TURIN - Largeur 190 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2407.116667;1299;6;1
4459;http://www.convertiblecenter.fr/img/p/3/4/6/8/5/34685.jpg;Matelas Excellence 140 x 190 pour convertible d'une densité de 55KG/M3 - Garanti 5 ans;;Matelas quotidien 55KG/M3;410.833333;499;97;1
17635;http://www.convertiblecenter.fr/img/p/3/4/3/3/1/34331.jpg;Couverture polaire 220 x 240 cm;;Accessoires;40.833333;49;14;1
17741;http://www.convertiblecenter.fr/img/p/3/6/5/3/6/36536.jpg;Canapé convertible 2 places CAPRI - Largeur 160 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2492.916667;1499;0;1
4514;http://www.convertiblecenter.fr/img/p/3/6/1/5/7/36157.jpg;Matelas 140 x 190 d'une densité de 35KG/M3 - pour achat canapé convertible;;Matelas options;144.166667;179;943;1
17655;http://www.convertiblecenter.fr/img/p/3/4/5/3/9/34539.jpg;Banquette Clic-clac AVIGNON - Largeur 193cm - Couchage 130cm;;Clic-clac - Couchage 130cm;1159.583333;699;0;1
13961;http://www.convertiblecenter.fr/img/p/3/0/9/0/4/30904.jpg;Canapé convertible 4 places ROVIGA - Largeur 212 cm - Couchage 160 cm;;Convertibles 3 places - 140 cm;2384.644640;1199;-4;1
17751;http://www.convertiblecenter.fr/img/p/3/6/8/5/2/36852.jpg;PAOLA - Largeur 260 cm - Canapé d'angle convertible - Couchage 140 cm;;Angles convertibles 5 places  - 140 cm;3573.750000;2129;-2;1
10141;http://www.convertiblecenter.fr/img/p/3/1/5/5/9/31559.jpg;Canapé convertible 3 places MARSEILLE - Largeur 170 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1632.270030;879;2;1
17674;http://www.convertiblecenter.fr/img/p/3/4/8/1/7/34817.jpg;Fauteuil relaxation EN CUIR - VALENCE - Largeur 78,5 cm + repose pied OFFERT;;Fauteuils relax manuels ;1795.558333;1079;0;1
17765;http://www.convertiblecenter.fr/img/p/3/7/1/2/6/37126.jpg;Canapé convertible 2 places RAFAEL - Largeur 165 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;3657.083333;1699;0;1
10361;http://www.convertiblecenter.fr/img/p/3/0/7/3/3/30733.jpg;Canapé convertible 4 places  METZ - Largeur 200 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2024.322600;1089;-2;1
17693;http://www.convertiblecenter.fr/img/p/3/5/1/9/1/35191.jpg;Fauteuil relaxation JENNY - Largeur 89 cm;;Fauteuils relax électriques;1297.150000;779;2;1
10941;http://www.convertiblecenter.fr/img/p/3/0/7/7/4/30774.jpg;Canapé convertible 3 places BASTIA - Largeur 170 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1723.925130;989;-7;1
17706;http://www.convertiblecenter.fr/img/p/3/6/0/3/6/36036.jpg;EGO - Largeur 250 cm - Canapé convertible 3 places + pouf à gauche - Couchage 140 cm;;Convertibles 3 places - 140 cm;3017.750000;1649;-1;1
17709;http://www.convertiblecenter.fr/img/p/3/5/9/8/8/35988.jpg;Canapé convertible 4 places VERONE - Largeur 216 cm - Matelas 18cm - Couchage 160cm - Sommier doubles lattes larges;;Convertibles 4 places - 160 cm;2159.583333;1299;-1;1
17564;http://www.convertiblecenter.fr/img/p/3/6/1/6/0/36160.jpg;Matelas 70 x 190 d'une densité de 35KG/M3 - pour achat canapé convertible;;Matelas options;94.166667;119;97;1
15921;http://www.convertiblecenter.fr/img/p/3/3/6/9/0/33690.jpg;Fauteuil convertible PARIS - Largeur 106 cm - Couchage 80 cm;;Fauteuils convertibles - 80 cm;1663.583333;999;-2;1
11741;http://www.convertiblecenter.fr/img/p/3/0/4/8/2/30482.jpg;Canapé convertible 3 places DELICE - Largeur 174 cm - Couchage 140 cm;;Couchage 140 cm - en stock;1593.641667;799;12;1
17594;http://www.convertiblecenter.fr/img/p/3/3/0/4/6/33046.jpg;Canapé convertible 2 places SMILE - Largeur 163 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2489.583333;1499;0;1
12361;http://www.convertiblecenter.fr/img/p/3/3/4/8/0/33480.jpg;Canapé convertible 4 places FORLI - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2527.944240;1569;-6;1
17726;http://www.convertiblecenter.fr/img/p/3/6/3/7/9/36379.jpg;Canapé convertible 2 places DUOMO - Largeur 177 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2057.083333;1399;0;1
4403;http://www.convertiblecenter.fr/img/p/3/4/6/8/6/34686.jpg;Matelas Excellence 120 x 190 pour convertible d'une densité de 55KG/M3 - Garanti 5 ans;;Matelas quotidien 55KG/M3;371.666667;449;98;1
17620;http://www.convertiblecenter.fr/img/p/3/4/1/5/9/34159.jpg;MANOSQUE - Largeur 268 cm - Canapé d'angle convertible - Méridienne réversible - Couchage 140 cm;;Angles convertibles 5 places  - 140 cm;2656.250000;1599;-3;1
12961;http://www.convertiblecenter.fr/img/p/3/1/2/3/2/31232.jpg;Canapé convertible NANTES - Largeur 203 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2453.141667;1599;0;1
17735;http://www.convertiblecenter.fr/img/p/3/6/4/6/3/36463.jpg;Canapé convertible 3 places MURANO - Largeur 180 cm - Matelas 18cm - Couchage 140 cm - Sommier doubles lattes larges;;Convertibles 3 places - 140 cm;1991.666667;1099;-1;1
4506;http://www.convertiblecenter.fr/img/p/3/4/6/7/8/34678.jpg;Matelas Équilibre 120 x 190 pour convertible d'une densité de 40KG/M3 - Garanti 5 ans;;Matelas quotidien 40KG/M3;288.333333;349;99;1
17648;http://www.convertiblecenter.fr/img/p/3/4/4/4/4/34444.jpg;Banquette BZ ARCACHON - Largeur 143cm - Couchage 140cm;;BZ - Couchage 140cm;1248.333333;749;-1;1
13661;http://www.convertiblecenter.fr/img/p/2/8/3/1/7/28317.jpg;Canapé convertible 4 places PARIS - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2836.869140;1849;-1;1
17744;http://www.convertiblecenter.fr/img/p/3/6/5/9/2/36592.jpg;Canapé convertible 2 places FOCUS - Largeur 170 cm -  Matelas 18cm - Couchage 120 cm - Sommier doubles lattes larges;;Convertibles 2 places - 120 cm;2907.083333;1499;0;1
4518;http://www.convertiblecenter.fr/img/p/3/6/1/5/8/36158.jpg;Matelas 160 x 190 d'une densité de 35KG/M3 - pour achat canapé convertible;;Matelas options;235.833333;289;76;1
17667;http://www.convertiblecenter.fr/img/p/3/4/5/9/5/34595.jpg;Canapé convertible 3 places ROMA - Largeur 196 cm - Couchage 140cm - Sommier doubles lattes larges;;Convertibles 3 places - 140 cm;1655.416667;1099;0;1
17755;http://www.convertiblecenter.fr/img/p/3/6/8/7/0/36870.jpg;PAOLA - Largeur 240 cm - Canapé d'angle convertible - Couchage 120 cm;;Angles convertibles 4 places - 120 cm;3490.416667;2049;0;1
17677;http://www.convertiblecenter.fr/img/p/3/4/8/5/9/34859.jpg;Canapé convertible 4 places ROMA - Largeur 216 cm - Couchage 160cm - Sommier doubles lattes larges;;Convertibles 4 places - 160 cm;1957.808333;1299;-1;1
14951;http://www.convertiblecenter.fr/img/p/3/2/7/6/1/32761.jpg;MONTPELLIER - Largeur 224 cm - Canapé d'angle convertible - Méridienne réversible - Couchage 120 cm;;Angles convertibles 4 places - 120 cm;3109.084090;1458;-5;1
10741;http://www.convertiblecenter.fr/img/p/3/1/0/9/6/31096.jpg;Canapé convertible 3 places BLOIS - Largeur 190 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;3032.916667;1089;-12;1
17700;http://www.convertiblecenter.fr/img/p/3/5/3/8/7/35387.jpg;RENNES - Largeur 268 cm - Canapé d'angle convertible - Méridienne à gauche - Couchage 140 cm;;Angles convertibles 5 places  - 140 cm;3098.221750;1778;0;1
15511;http://www.convertiblecenter.fr/img/p/3/3/5/9/4/33594.jpg;Fauteuil convertible MARSEILLE - Largeur 98 cm - Couchage 70 cm;;Fauteuils convertibles - 70 cm;1518.601040;829;-2;1
11041;http://www.convertiblecenter.fr/img/p/3/1/0/5/3/31053.jpg;Canapé convertible 3 places BOLOGNE - Largeur 180 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1822.916667;1099;0;1
11441;http://www.convertiblecenter.fr/img/p/2/7/5/8/8/27588.jpg;Canapé convertible 3 places CALIN - Largeur 196 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2401.186330;1499;0;1
17712;http://www.convertiblecenter.fr/img/p/3/5/9/8/6/35986.jpg;Matelas 160 x 190 pour convertible d'une densité de 40KG/M3 - 18 cm d'épaisseur;;Matelas options;332.500000;399;86;1
17571;http://www.convertiblecenter.fr/img/p/3/0/6/5/6/30656.jpg;Canapé convertible 4 places MANOSQUE - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2042.991667;1099;-3;1
11941;http://www.convertiblecenter.fr/img/p/3/0/5/4/5/30545.jpg;Canapé convertible 3 places DIJON - Largeur 188 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1703.937090;899;-7;1
17721;http://www.convertiblecenter.fr/img/p/3/6/2/5/0/36250.jpg;Canapé convertible 3 places PAOLA - Largeur 180 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2240.416667;1399;0;1
12741;http://www.convertiblecenter.fr/img/p/3/1/8/1/2/31812.jpg;Canapé convertible 3 places MONICA - Largeur 188 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;3286.049740;1499;-1;1
17729;http://www.convertiblecenter.fr/img/p/3/6/4/0/0/36400.jpg;Canapé convertible 4 places PIAZZA - Largeur 200 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2307.083333;1599;-1;1
4409;http://www.convertiblecenter.fr/img/p/3/4/6/8/3/34683.jpg;Matelas Équilibre 160 x 190 pour convertible d'une densité de 40KG/M3 - Garanti 5 ans;;Matelas quotidien 40KG/M3;402.500000;489;43;1
17632;http://www.convertiblecenter.fr/img/p/3/4/2/9/4/34294.jpg;Fauteuil 1 place fixe SWEET - Largeur 96cm;;Fauteuils cabriolet;1165.000000;699;0;1
13061;http://www.convertiblecenter.fr/img/p/3/3/5/4/0/33540.jpg;Canapé convertible 4 places NAPOLI - Largeur 208 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;2453.143760;1599;0;1
17739;http://www.convertiblecenter.fr/img/p/3/6/4/9/7/36497.jpg;Canapé convertible 2 places MILANO - Largeur 168 cm - Matelas 18 cm - Couchage 120 cm - Sommier doubles lattes larges;;Convertibles 2 places - 120 cm;1907.083333;999;0;1
4511;http://www.convertiblecenter.fr/img/p/3/6/1/5/3/36153.jpg;Matelas 120 x 190 d'une densité de 40KG/M3 - pour achat canapé convertible;;Matelas options;188.333333;229;13;1
17653;http://www.convertiblecenter.fr/img/p/3/4/5/1/3/34513.jpg;Banquette BZ ANTIBES - Largeur 143cm - Couchage 140cm;;BZ - Couchage 140cm;1492.916667;899;-2;1
13941;http://www.convertiblecenter.fr/img/p/3/0/8/7/2/30872.jpg;Canapé convertible 3 places ROVIGA - Largeur 192 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1985.412840;999;-3;1
17748;http://www.convertiblecenter.fr/img/p/3/6/6/6/9/36669.jpg;FOCUS - Largeur 240 cm - Canapé d'angle convertible - Méridienne réversible - Couchage 120 cm - Matelas 18 cm;;Angles convertibles 4 places - 120 cm;3823.750000;2199;0;1
4521;http://www.convertiblecenter.fr/img/p/1/3/4/6/0/13460.jpg;Matelas 80 x 190 d'une densité de 25KG/M3 - pour achat canapé convertible;;Matelas options;77.500000;99;50;1
17672;http://www.convertiblecenter.fr/img/p/3/4/7/5/3/34753.jpg;Canapé convertible 3 places BALDO - Largeur 196 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2989.583333;1799;-2;1
14461;http://www.convertiblecenter.fr/img/p/3/2/6/8/2/32682.jpg;BASTIA - Largeur 269 cm - Canapé d'angle convertible - Méridienne réversible - Couchage 160 cm;;Angles convertibles 6 places  - 160 cm;3723.364380;1828;-3;1
17761;http://www.convertiblecenter.fr/img/p/3/7/0/1/4/37014.jpg;Canapé convertible 4 places RAFAEL - Largeur 205 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3823.750000;1989;3;1
10341;http://www.convertiblecenter.fr/img/p/3/0/7/0/6/30706.jpg;Canapé convertible 3 places METZ - Largeur 180 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;1650.939200;889;-4;1
17681;http://www.convertiblecenter.fr/img/p/3/4/9/4/5/34945.jpg;Fauteuil relaxation ALMERIA + repose pied OFFERT - Largeur 77,5 cm;;Fauteuils relax manuels ;1045.558333;629;0;1
10841;http://www.convertiblecenter.fr/img/p/3/1/1/8/0/31180.jpg;Canapé convertible 3 places BORDEAUX - Largeur 196 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2283.125260;1099;-6;1
17704;http://www.convertiblecenter.fr/img/p/3/5/5/4/6/35546.jpg;Banquette Clic-Clac CASSIS - Largeur 178cm - Couchage 115 cm;;Clic-clac - Couchage 130cm;1298.333333;779;3;1
17041;http://www.convertiblecenter.fr/img/p/3/1/7/3/0/31730.jpg;Canapé convertible 3 places CALIMA - Largeur 204 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;3104.459110;1699;0;1
17351;http://www.convertiblecenter.fr/img/p/3/1/6/7/0/31670.jpg;Canapé convertible 2 places BALDO - Largeur 176 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2649.976010;1599;-1;1
11551;http://www.convertiblecenter.fr/img/p/3/1/2/9/5/31295.jpg;Canapé convertible 2 places CLUB - Largeur 172 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2861.112970;1399;-3;1
17716;http://www.convertiblecenter.fr/img/p/3/6/0/7/5/36075.jpg;Canapé convertible 2 places MURANO - Largeur 160 cm - Matelas 18cm - Couchage 120 cm - Sommier doubles lattes larges;;Convertibles 2 places - 120 cm;1741.666667;999;-1;1
17591;http://www.convertiblecenter.fr/img/p/3/2/9/4/8/32948.jpg;Canapé convertible 4 places CHIC - Largeur 216 cm - Couchage 160 cm;;Convertibles 4 places - 160 cm;3690.408333;1799;0;1
12341;http://www.convertiblecenter.fr/img/p/3/3/4/3/4/33434.jpg;Canapé convertible 3 places FORLI - Largeur 188 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2204.592520;1369;-11;1
17724;http://www.convertiblecenter.fr/img/p/3/6/3/2/0/36320.jpg;Fauteuil convertible NAPOLI - Largeur 105 cm - Couchage 80 cm;;Fauteuils convertibles - 80 cm;1663.583333;999;-1;1
4401;http://www.convertiblecenter.fr/img/p/3/4/6/7/1/34671.jpg;Matelas Plénitude 120 x 190 pour convertible d'une densité de 35KG/M3 - Garanti 5 ans;;Matelas quotidien 35KG/M3;263.333333;319;100;1
17600;http://www.convertiblecenter.fr/img/p/3/3/2/8/0/33280.jpg;SMILE - Largeur 260 cm - Canapé d'angle convertible - Méridienne à gauche - Couchage 140 cm;;Angles convertibles 5 places  - 140 cm;3665.000000;2199;-1;1
12941;http://www.convertiblecenter.fr/img/p/3/1/2/1/4/31214.jpg;Canapé convertible 3 places NANTES - Largeur 183 cm - Couchage 140 cm;;Convertibles 3 places - 140 cm;2239.583333;1349;0;1
17733;http://www.convertiblecenter.fr/img/p/3/6/4/5/1/36451.jpg;Canapé convertible 2 places TURIN - Largeur 170 cm - Couchage 120 cm;;Convertibles 2 places - 120 cm;2240.416667;1199;0;1
